일련번호(no),주차장고유값(pl_id),지번주차장이름(pl_nm),구코드(sgg_code),법정동코드(bemd_code),산구분(land_registered),공유주차장구분(shared_parkinglot),번지(beonji),호(ho),주소(지번)(lot_num_address),새주소-도로명(road_nm_address),새주소-건물번호(bld_num),소유주체(possessor),급지(pl_grade),유무료(pl_fee),평일시작시간(pl_weekday_start_time),평일종료시간(pl_weekday_end_time),토요일시작시간(pl_sat_start_time),토요일종료시간(pl_sat_end_time),공휴일시작시간(pl_holiday_start_time),공휴일종료시간(pl_holiday_end_time),기본단위시간(pl_basic_rate_min),기본단위금액(pl_basic_rate_amt),추가단위시간(pl_addi_rate_min),추가단위금액(pl_addi_rate_amt),1일(전일)금액(pl_allday_pass_amt),1월(정기권)금액(pl_month_pass_amt),주차요금지불방식(pl_payment_option),부제시행(bool_not_driving_system),운영방식(operation_type),구간번호(section),구획번호(parcel),거주자-주간(월)금액(resident_day_month_amt),거주자-야간(월)금액(resident_night_month_amt),거주자-전일(월)금액(resident_allday_month_amt),거주자-평일시작시간(resident_weekday_start_time),거주자-평일종료시간(resident_weekday_end_time),거주자-토요일시작시간(resident_sat_start_time),거주자-토요일종료시간(resident_sat_end_time),거주자-휴일시작시간(resident_holiday_start_time),거주자-휴일종료시간(resident_holiday_end_time),할인정책-장애인(pl_discount_disabled),할인정책-경차(pl_discount_compact),할인정책-다자녀가정(두자녀)(pl_discount_2children),할인정책-다자녀가정(세자녀)(pl_discount_3children),할인정책-국가유공자(pl_discount_person_merit),할인정책-10부제참여차량(pl_discount_ten_part_system),할인정책-요일제차량(pl_discount_weekdayly),할인정책-기타할인율(pl_discount_other_percent),할인정책-기타대상(pl_discount_other_target),그룹관리번호(managing_group_no),경도(longitude),위도(latitude),구축기준일(final_end_dt)
2316,4841166,748-2 노상주차장,11215,10500,임야도 등록,,748,2,서울특별시 광진구 자양2동 748-2,도로명주소없음,도로명주소 없음,2,5,유료,0000,0000,0900,1500,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,5구간,5-5,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510500061,127.075633,37.529181,2022-11-25
2317,4841167,자양10차현대홈타운앞노상주차장,11215,10500,임야도 등록,,792,0,서울특별시 광진구 자양동 792 자양10차현대홈타운,뚝섬로34길,25-19,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,603,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510500040,127.071001,37.533020,2022-11-25
2318,4841169,787 노상주차장,11215,10500,임야도 등록,,787,0,서울특별시 광진구 자양동 787 삼성아파트,뚝섬로36가길,15-,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,395,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510500040,127.072231,37.532050,2022-11-25
2319,4841371,자양우성6차아파트앞노상주차장,11215,10500,임야도 등록,,515,1,서울특별시 광진구 자양동 515-1 우성아파트,뚝섬로33길,42-,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,141-4,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510500070,127.070207,37.536856,2022-11-25
2320,4841391,593-23 노상주차장,11215,10500,임야도 등록,,593,23,서울특별시 광진구 자양동 593-23,뚝섬로48길,60-,2,5,유료,0000,0000,0900,1500,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,614-6,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510500041,127.076669,37.529335,2022-11-25
2321,5542923,758 노상주차장,11215,10500,임야도 등록,,758,0,서울특별시 광진구 자양동 461-3,뚝섬로40길,14-1,0,0,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,시간제주차장,2구간,2-5,30000,20000,40000,0000,0000,0000,0000,0000,0000,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,1121510500051,127.082513 ,37.527702 ,2022-11-25
2322,4842024,454-7 거주자우선주차장,11215,10500,임야도 등록,,454,7,서울특별시 광진구 자양동 454-7,자양번영로5길,35-5,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,299,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510500040,127.073614,37.532869,2022-11-25
2323,4842030,송림기사식당길공영주차장,11215,10500,임야도 등록,,579,0,서울특별시 광진구 자양동 579 우성아파트,뚝섬로,569-,2,2,유료,0900,1800,0900,1500,0000,2400,5,200,0,0,0,90000,정보없음,미시행,시간제주차장,없음,유료38,30000,20000,40000,0000,0000,0000,0000,0000,0000,80,50,30,50,80,0,0,0,0,1121510500031,127.075827,37.533942,2022-11-25
2324,4842275,660-22 노상주차장,11215,10500,임야도 등록,,660,22,서울특별시 광진구 자양동 660-22,뚝섬로57가길,12-,2,0,무료,0000,0000,0900,1500,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,162,30000,20000,40000,0000,2400,0000,2400,0000,2400,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,1121510500019,127.083105,37.532113,2022-11-25
2325,4756206,동서울호텔길B공영주차장,11215,10300,임야도 등록,,625,3,서울특별시 광진구 구의동 599-8 아원빌딩,구의강변로22,,2,2,유료,0900,1800,0900,1500,0900,1500,5,250,0,0,0,100000,현금,미시행,시간제및거주자,없음,유료66,0,0,0,0000,2400,0000,2400,0000,2400,80,50,30,50,80,0,0,0,0,1121510300002,127.091986,37.531196,2022-11-25
2326,4842291,송림기사식당길A노상공영주차장,11215,10500,임야도 등록,,227,1,서울특별시 광진구 자양동 227-1,아차산로,306-,2,5,유료,0900,1800,0900,1500,0900,1800,5,200,0,0,0,90000,정보없음,미시행,시간제주차장,없음,유료77,0,0,0,0000,2400,0000,2400,0000,2400,80,0,30,50,80,0,0,0,0,1121510500029,127.076922,37.537102,2022-11-25
2327,4842338,643-23 노상주차장,11215,10500,임야도 등록,,643,23,서울특별시 광진구 자양동 643-23 현대빌라트,뚝섬로52마길,42-18,2,5,유료,0000,0000,0900,1500,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,464,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510500060,127.080189,37.527975,2022-11-25
2328,4842401,자양8차현대홈타운노상주차장,11215,10500,임야도 등록,,789,0,서울특별시 광진구 자양동 789 자양8차현대홈타운,뚝섬로36길,19-,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,358,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510500040,127.072214,37.532907,2022-11-25
2329,4842402,5-49 노상주차장,11215,10500,임야도 등록,,5,49,서울특별시 광진구 자양동 5-49,아차산로34길,20-,2,0,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,8,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510500021,127.069255,37.539183,2022-11-25
2330,4757151,동서울호텔길B공영주차장,11215,10300,임야도 등록,,625,3,서울특별시 광진구 구의동 599-8 아원빌딩,구의강변로22,,2,2,유료,0900,1800,0900,1500,0900,1500,5,250,0,0,0,100000,현금,미시행,시간제및거주자,없음,유료67,0,0,0,0000,2400,0000,2400,0000,2400,80,50,30,50,80,0,0,0,0,1121510300002,127.091986,37.531192,2022-11-25
2331,4842411,600-7 노상주차장,11215,10500,임야도 등록,,600,7,서울특별시 광진구 자양동 600-7,뚝섬로44길,44-,2,5,유료,0000,0000,0900,1500,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,889-2,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510500041,127.075839,37.531333,2022-11-25
2332,4756207,동서울호텔길B공영주차장,11215,10300,임야도 등록,,625,3,서울특별시 광진구 구의동 599-8 아원빌딩,구의강변로22,,2,2,유료,0900,1800,0900,1500,0900,1500,5,250,0,0,0,100000,현금,미시행,시간제및거주자,없음,유료68,0,0,0,0000,2400,0000,2400,0000,2400,80,50,30,50,80,0,0,0,0,1121510300002,127.091994,37.531075,2022-11-25
2333,4842414,자양2차현대아파트노상주차장,11215,10500,임야도 등록,,761,0,서울특별시 광진구 자양동 761 자양2차현대아파트,뚝섬로,542-,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,721,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510500040,127.070311,37.533900,2022-11-25
2334,4842705,공새미김밥앞노상주차장,11215,10500,임야도 등록,,678,0,서울특별시 광진구 자양동 678 노인복지시설,뚝섬로58길,13-,2,5,유료,0000,0000,0900,1500,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,184,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510500050,127.084511,37.531324,2022-11-25
2335,4842773,성보빌딩노상주차장,11215,10500,임야도 등록,,581,3,서울특별시 광진구 자양동 581-3 성보빌딩,자양번영로,33-,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,유료1,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510500040,127.075455,37.532678,2022-11-25
2336,4758799,동서울호텔길A공영주차장,11215,10300,임야도 등록,,596,5,서울특별시 광진구 구의동 596-5 광성빌딩,뚝섬로,742-,2,2,유료,0900,1800,0900,1500,0000,2400,5,250,0,0,0,100000,현금,미시행,시간제주차장,없음,유료7,0,0,0,0000,0000,0000,0000,0000,0000,80,50,30,50,80,0,0,0,0,1121510300046,127.091566,37.533883,2022-11-25
2337,5542952,588-20 거주자우선주차장,11215,10500,임야도 등록,,588,20,서울특별시 광진구 자양동 588-20 진넥스빌,자양강변길,251-,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,2구간,2-5,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510500040,127.072079 ,37.530349 ,2022-11-25
2338,4843453,해양가스앞노상주차장,11215,10500,임야도 등록,,627,24,서울특별시 광진구 자양동 627-24 달성빌딩,자양로11길,4-,2,0,무료,0000,0000,0900,1500,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,138,30000,20000,40000,0000,2400,0000,2400,0000,2400,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,1121510500004,127.083881,37.534751,2022-11-25
2339,4843571,685-24 노상주차장,11215,10500,임야도 등록,,685,24,서울특별시 광진구 자양동 685-24 리버스타,자양로4길,25-,2,5,유료,0000,0000,0900,1500,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,959,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510500002,127.087604,37.532006,2022-11-25
2340,4843818,송림기사식당길공영주차장,11215,10500,임야도 등록,,578,0,서울특별시 광진구 자양동 578 자양우성4차아파트,자양번영로,59-,2,2,유료,0900,1800,0900,1500,0000,2400,5,200,0,0,0,90000,정보없음,미시행,시간제주차장,없음,유료23,30000,20000,40000,0000,0000,0000,0000,0000,0000,80,50,30,50,80,0,0,0,0,1121510500031,127.076250,37.535335,2022-11-25
2341,4843825,자양2차현대아파트노상주차장,11215,10500,임야도 등록,,761,0,서울특별시 광진구 자양동 761 자양2차현대아파트,뚝섬로,542-,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,714,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510500040,127.070855,37.533756,2022-11-25
2342,4800825,동서울호텔길A공영주차장,11215,10300,임야도 등록,,596,5,서울특별시 광진구 구의동 596-5 광성빌딩,뚝섬로,742-,2,2,유료,0900,1800,0900,1500,0000,2400,5,250,0,0,0,100000,현금,미시행,시간제주차장,없음,유료8,0,0,0,0000,0000,0000,0000,0000,0000,80,50,30,50,80,0,0,0,0,1121510300046,127.091566,37.533883,2022-11-25
2343,5531347,550-7 거주자우선주차장,11215,10500,임야도 등록,,550,7,서울특별시 광진구 자양3동 550-7,도로명주소없음,도로명주소 없음,0,0,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,746,30000,20000,40000,0000,0000,0000,0000,0000,0000,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,1121510500022,127.068346,37.536001,2022-11-25
2344,5531348,550-7 거주자우선주차장,11215,10500,임야도 등록,,550,7,서울특별시 광진구 자양3동 550-8,도로명주소없음,도로명주소 없음,0,0,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,747,30000,20000,40000,0000,0000,0000,0000,0000,0000,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,1121510500022,127.068392 ,37.536015 ,2022-11-25
2345,5531349,550-7 거주자우선주차장,11215,10500,임야도 등록,,550,7,서울특별시 광진구 자양3동 550-9,도로명주소없음,도로명주소 없음,0,0,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,748,30000,20000,40000,0000,0000,0000,0000,0000,0000,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,1121510500022,127.068425 ,37.536032 ,2022-11-25
2346,5532048,202-14 거주자우선주차장,11215,10500,임야도 등록,,202,14,서울특별시 광진구 자양동 202-14,뚝섬로22길,22-,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,114,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510500023,127.061547 ,37.536127 ,2022-11-25
2347,5532074,57-19 거주자우선주차장,11215,10500,임야도 등록,,57,19,서울특별시 광진구 자양4동 57-34,뚝섬로24길,37-,0,0,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,135,30000,20000,40000,0000,0000,0000,0000,0000,0000,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,1121510500023,127.063150,37.534942,2022-11-25
2348,5532076,57-19 거주자우선주차장,11215,10500,임야도 등록,,57,19,서울특별시 광진구 자양4동 57-34,뚝섬로24길,37-,0,0,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,136,30000,20000,40000,0000,0000,0000,0000,0000,0000,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,1121510500023,127.063123 ,37.534873 ,2022-11-25
2349,5532077,57-19 거주자우선주차장,11215,10500,임야도 등록,,57,19,서울특별시 광진구 자양4동 199-5,도로명주소없음,도로명주소 없음,0,0,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,137,30000,20000,40000,0000,0000,0000,0000,0000,0000,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,1121510500023,127.063095 ,37.534816 ,2022-11-25
2350,5532082,199-5 거주자우선주차장,11215,10500,임야도 등록,,199,5,서울특별시 광진구 자양4동 199-5,도로명주소없음,도로명주소 없음,0,0,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,116,30000,20000,40000,0000,0000,0000,0000,0000,0000,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,1121510500023,127.062160,37.535548,2022-11-25
2351,5532083,199-5 거주자우선주차장,11215,10500,임야도 등록,,199,5,서울특별시 광진구 자양4동 199-5,도로명주소없음,도로명주소 없음,0,0,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,117,30000,20000,40000,0000,0000,0000,0000,0000,0000,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,1121510500023,127.062248,37.535509,2022-11-25
2352,5532084,199-5 거주자우선주차장,11215,10500,임야도 등록,,199,5,서울특별시 광진구 자양4동 199-5,도로명주소없음,도로명주소 없음,0,0,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,118,30000,20000,40000,0000,0000,0000,0000,0000,0000,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,1121510500023,127.062303,37.535508,2022-11-25
2353,5532085,199-5 거주자우선주차장,11215,10500,임야도 등록,,199,5,서울특별시 광진구 자양4동 197-31,뚝섬로22가길,29-,0,0,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,118-1,30000,20000,40000,0000,0000,0000,0000,0000,0000,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,1121510500023,127.062361 ,37.535495 ,2022-11-25
2354,5532087,199-5 거주자우선주차장,11215,10500,임야도 등록,,199,5,서울특별시 광진구 자양4동 200-2,뚝섬로22가길,8-,0,0,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,119,30000,20000,40000,0000,0000,0000,0000,0000,0000,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,1121510500023,127.062836 ,37.535354 ,2022-11-25
2355,5532098,199-5 거주자우선주차장,11215,10500,임야도 등록,,199,5,서울특별시 광진구 자양4동 200-2,뚝섬로22가길,8-,0,0,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,116,30000,20000,40000,0000,0000,0000,0000,0000,0000,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,1121510500023,127.062126 ,37.535530 ,2022-11-25
2356,5532102,199-1 거주자우선주차장,11215,10500,임야도 등록,,199,1,서울특별시 광진구 자양4동 200-2,뚝섬로22가길,8-,0,0,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,130,30000,20000,40000,0000,0000,0000,0000,0000,0000,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,1121510500023,127.061846,37.536312,2022-11-25
2357,5532343,54-19 거주자우선주차장,11215,10500,임야도 등록,,54,19,서울특별시 광진구 자양동 54-19,뚝섬로22가길,49-,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,125,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510500023,127.064146 ,37.534959 ,2022-11-25
2358,5532344,54-19 거주자우선주차장,11215,10500,임야도 등록,,54,19,서울특별시 광진구 자양동 54-19,뚝섬로22가길,49-,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,124-1,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510500023,127.064089 ,37.534980 ,2022-11-25
2359,5532702,181-1 노상주차장,11215,10500,임야도 등록,,181,1,서울특별시 광진구 자양동 5088 180-4,도로명주소없음,도로명주소 없음,0,0,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,시간제주차장,없음,140-1,30000,20000,40000,0000,0000,0000,0000,0000,0000,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,1121510500024,127.061283,37.533805,2022-11-25
2360,5532703,181-1 노상주차장,11215,10500,임야도 등록,,181,1,서울특별시 광진구 자양4동 816-97,도로명주소없음,도로명주소 없음,0,0,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,시간제주차장,없음,140-2,30000,20000,40000,0000,0000,0000,0000,0000,0000,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,1121510500024,127.061313 ,37.533731 ,2022-11-25
2361,5532704,181-1 노상주차장,11215,10500,임야도 등록,,181,1,서울특별시 광진구 자양4동 816-97,도로명주소없음,도로명주소 없음,0,0,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,시간제주차장,없음,140-3,30000,20000,40000,0000,0000,0000,0000,0000,0000,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,1121510500024,127.061360 ,37.533666 ,2022-11-25
2362,5532705,181-1 노상주차장,11215,10500,임야도 등록,,181,1,서울특별시 광진구 자양4동 816-97,도로명주소없음,도로명주소 없음,0,0,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,시간제주차장,없음,140-4,30000,20000,40000,0000,0000,0000,0000,0000,0000,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,1121510500024,127.061407 ,37.533611 ,2022-11-25
2363,5532706,181-1 노상주차장,11215,10500,임야도 등록,,181,1,서울특별시 광진구 자양4동 180-12,도로명주소없음,도로명주소 없음,0,0,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,시간제주차장,없음,140-5,30000,20000,40000,0000,0000,0000,0000,0000,0000,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,1121510500024,127.061451 ,37.533558 ,2022-11-25
2364,5532707,181-1 노상주차장,11215,10500,임야도 등록,,181,1,서울특별시 광진구 자양4동 161-6,도로명주소없음,도로명주소 없음,0,0,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,시간제주차장,없음,140-6,30000,20000,40000,0000,0000,0000,0000,0000,0000,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,1121510500024,127.061498 ,37.533502 ,2022-11-25
2365,5532708,181-1 노상주차장,11215,10500,임야도 등록,,181,1,서울특별시 광진구 자양4동 161-6,도로명주소없음,도로명주소 없음,0,0,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,시간제주차장,없음,140-7,30000,20000,40000,0000,0000,0000,0000,0000,0000,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,1121510500024,127.061529 ,37.533453 ,2022-11-25
2366,5532709,181-1 노상주차장,11215,10500,임야도 등록,,181,1,서울특별시 광진구 자양4동 161-6,도로명주소없음,도로명주소 없음,0,0,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,시간제주차장,없음,140-8,30000,20000,40000,0000,0000,0000,0000,0000,0000,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,1121510500024,127.061562 ,37.533414 ,2022-11-25
2367,5532710,181-1 노상주차장,11215,10500,임야도 등록,,181,1,서울특별시 광진구 자양4동 161-1,도로명주소없음,도로명주소 없음,0,0,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,시간제주차장,없음,140-9,30000,20000,40000,0000,0000,0000,0000,0000,0000,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,1121510500024,127.061605 ,37.533368 ,2022-11-25
2368,5532711,181-1 노상주차장,11215,10500,임야도 등록,,181,1,서울특별시 광진구 자양4동 161-1,도로명주소없음,도로명주소 없음,0,0,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,시간제주차장,없음,140-10,30000,20000,40000,0000,0000,0000,0000,0000,0000,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,1121510500024,127.061640 ,37.533320 ,2022-11-25
2369,5532769,꿈에그린아파트102동앞거주자우선주차상,11215,10500,임야도 등록,,179,1,서울특별시 광진구 자양동 179-1,도로명주소없음,도로명주소 없음,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,138-14,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510500024,127.061544 ,37.534132 ,2022-11-25
2370,5532796,193-33 거주자우선주차장,11215,10500,임야도 등록,,193,33,서울특별시 광진구 자양동 193-33,동일로2길,27-,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,103,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510500023,127.061841 ,37.534882 ,2022-11-25
2371,5532797,193-33 거주자우선주차장,11215,10500,임야도 등록,,193,33,서울특별시 광진구 자양동 193-33,동일로2길,27-,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,103-1,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510500023,127.061781 ,37.534898 ,2022-11-25
2372,5533041,57-134 거주자우선주차장,11215,10500,임야도 등록,,57,134,서울특별시 광진구 자양동 57-134,뚝섬로24길,60-,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,138,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510500024,127.062607 ,37.533895 ,2022-11-25
2373,5533102,신양중학교골목노상주차장,11215,10500,임야도 등록,,57,8,서울특별시 광진구 자양동 57-8 신양중학교,자양강변길,73-,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,073-10,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510500024,127.064298 ,37.533061 ,2022-11-25
2374,5533104,78-2 거주자우선주차장,11215,10500,임야도 등록,,78,2,서울특별시 광진구 자양4동 192-24,뚝섬로22길,73-,0,0,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,86-1,30000,20000,40000,0000,0000,0000,0000,0000,0000,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,1121510500024,127.065478,37.533853,2022-11-25
2375,5540297,787 노상주차장,11215,10500,임야도 등록,,787,0,서울특별시 광진구 자양동 787 삼성아파트,뚝섬로36가길,15-,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,621,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510500040,127.070739 ,37.532534 ,2022-11-25
2376,5540611,600-7 노상주차장,11215,10500,임야도 등록,,600,7,서울특별시 광진구 자양동 600-7,뚝섬로44길,44-,2,5,유료,0000,0000,0900,1500,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,647-1,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510500041,127.075656,37.530503,2022-11-25
